0,1,2,3,4,5,6,7,8,9,10,11,12,13
992,39,married,primary,no,879,yes,no,unknown,102,2,-1,0,unknown,0
993,31,married,secondary,no,314,yes,no,cellular,279,1,-1,0,unknown,0
994,59,married,primary,no,0,no,no,cellular,76,11,-1,0,unknown,0
995,38,married,secondary,no,1370,yes,no,cellular,472,2,-1,0,unknown,0
996,58,married,secondary,no,37,no,no,cellular,84,11,-1,0,unknown,0
997,34,single,tertiary,no,673,yes,yes,cellular,271,1,184,1,failure,0
998,40,married,secondary,no,-342,yes,no,unknown,754,1,-1,0,unknown,0
999,20,single,secondary,no,291,no,no,telephone,172,5,371,5,failure,0
1000,34,married,secondary,no,209,yes,yes,cellular,375,2,-1,0,unknown,0
1001,31,single,tertiary,no,438,yes,no,cellular,130,2,-1,0,unknown,0
1002,39,single,secondary,no,1242,yes,no,unknown,303,3,-1,0,unknown,0
1003,34,married,tertiary,no,355,yes,no,unknown,261,1,-1,0,unknown,0
1004,24,married,secondary,no,204,yes,yes,cellular,229,3,-1,0,unknown,0
1005,41,married,tertiary,no,10758,yes,no,cellular,288,1,-1,0,unknown,0
1006,40,married,tertiary,no,5,yes,no,cellular,219,3,-1,0,unknown,0
1007,45,single,secondary,no,410,yes,no,unknown,891,4,-1,0,unknown,1
1008,36,married,tertiary,no,605,yes,no,unknown,204,1,-1,0,unknown,0
1009,53,married,tertiary,no,4,no,no,unknown,19,6,-1,0,unknown,0
1010,23,single,secondary,no,8494,no,no,cellular,158,2,-1,0,unknown,0
1011,42,married,primary,no,198,yes,no,unknown,314,1,-1,0,unknown,0
1012,48,married,secondary,no,841,yes,no,unknown,215,1,-1,0,unknown,0
1013,34,married,tertiary,no,8,no,no,cellular,169,4,-1,0,unknown,0
1014,36,married,secondary,no,470,yes,no,cellular,101,4,-1,0,unknown,0
1015,43,married,secondary,no,520,yes,no,unknown,15,13,-1,0,unknown,0
1016,36,married,secondary,no,439,yes,no,unknown,260,5,-1,0,unknown,0
1017,49,married,secondary,no,-454,yes,no,cellular,558,1,-1,0,unknown,1
1018,55,married,secondary,no,466,no,no,unknown,287,4,-1,0,unknown,0
1019,53,married,secondary,no,665,yes,no,cellular,371,2,-1,0,unknown,1
1020,42,married,secondary,no,994,yes,no,cellular,149,1,78,5,failure,1
1021,45,married,secondary,no,5346,yes,yes,unknown,187,1,-1,0,unknown,1
1022,31,married,secondary,no,1243,yes,no,unknown,32,1,-1,0,unknown,0
1023,32,married,tertiary,no,0,yes,no,unknown,138,1,-1,0,unknown,0
1024,36,married,secondary,no,2357,yes,no,unknown,228,2,-1,0,unknown,0
1025,56,married,secondary,no,1044,no,no,telephone,353,2,-1,0,unknown,1
1026,46,married,secondary,no,1069,yes,no,unknown,45,2,-1,0,unknown,0
1027,41,single,secondary,no,231,no,no,cellular,76,2,-1,0,unknown,0
1028,31,married,secondary,no,0,yes,yes,unknown,144,2,-1,0,unknown,0
1029,32,married,secondary,no,266,yes,no,cellular,168,2,-1,0,unknown,0
1030,38,married,tertiary,no,-70,yes,no,cellular,140,1,2,3,other,0
1031,49,single,primary,no,25824,no,no,unknown,94,1,-1,0,unknown,0
1032,46,single,primary,no,538,no,no,unknown,118,3,-1,0,unknown,0
1033,29,single,secondary,no,534,yes,no,cellular,382,1,-1,0,unknown,0
1034,36,married,unknown,no,2323,no,no,cellular,111,1,-1,0,unknown,0
1035,38,married,secondary,no,1852,yes,no,cellular,298,2,-1,0,unknown,0
1036,53,married,secondary,no,2647,yes,no,unknown,121,1,-1,0,unknown,0
1037,43,married,tertiary,no,2767,yes,no,unknown,317,7,-1,0,unknown,0
1038,41,married,tertiary,no,176,yes,yes,unknown,42,1,-1,0,unknown,0
1039,42,single,secondary,no,9720,no,no,cellular,81,2,-1,0,unknown,0
1040,55,divorced,secondary,no,1613,yes,no,cellular,296,1,270,3,failure,1
1041,39,divorced,secondary,no,2903,yes,yes,telephone,259,2,-1,0,unknown,0
1042,30,single,secondary,no,81,yes,no,cellular,121,6,112,3,other,0
1043,41,married,secondary,no,780,yes,no,cellular,432,3,-1,0,unknown,0
1044,44,married,tertiary,no,178,no,no,cellular,126,2,-1,0,unknown,0
1045,58,married,tertiary,no,299,no,no,cellular,120,4,-1,0,unknown,0
1046,35,married,primary,no,285,yes,no,cellular,136,1,-1,0,unknown,0
1047,27,married,secondary,no,872,yes,no,cellular,1130,3,-1,0,unknown,0
1048,34,married,secondary,no,1337,no,no,cellular,330,2,127,3,success,1
1049,25,married,secondary,no,72,yes,no,cellular,305,2,-1,0,unknown,0
1050,36,married,secondary,no,0,no,no,unknown,332,3,-1,0,unknown,0
1051,38,married,secondary,no,-388,yes,no,unknown,412,1,-1,0,unknown,0
1052,30,married,secondary,no,11,yes,no,cellular,157,1,-1,0,unknown,0
1053,47,divorced,secondary,yes,-535,yes,no,cellular,71,2,-1,0,unknown,0
1054,41,divorced,secondary,no,787,yes,no,cellular,297,2,-1,0,unknown,0
1055,36,single,tertiary,no,3343,no,no,cellular,307,1,-1,0,unknown,0
1056,63,married,secondary,no,3904,no,no,telephone,250,2,187,2,success,1
1057,23,single,tertiary,no,736,yes,no,cellular,119,1,-1,0,unknown,0
1058,32,married,tertiary,no,1390,no,no,cellular,116,2,-1,0,unknown,0
1059,57,married,primary,no,808,no,no,telephone,274,1,-1,0,unknown,0
1060,48,married,tertiary,no,1147,no,no,cellular,389,1,64,2,success,1
1061,49,married,secondary,no,1122,no,no,cellular,143,1,-1,0,unknown,0
1062,50,married,secondary,no,-568,yes,yes,unknown,860,2,-1,0,unknown,0
1063,33,married,primary,no,1165,yes,no,unknown,420,2,-1,0,unknown,0
1064,53,divorced,secondary,no,-905,yes,no,unknown,213,1,-1,0,unknown,0
1065,30,married,tertiary,no,0,yes,no,cellular,756,1,-1,0,unknown,0
1066,38,married,secondary,no,740,no,no,cellular,259,3,-1,0,unknown,0
1067,44,married,secondary,no,8262,yes,no,cellular,201,16,-1,0,unknown,0
1068,39,single,secondary,no,14,yes,yes,unknown,19,9,-1,0,unknown,0
1069,45,single,unknown,no,7108,yes,yes,cellular,53,1,172,3,failure,0
1070,36,married,secondary,no,1049,yes,no,cellular,224,4,-1,0,unknown,1
1071,38,married,secondary,no,0,yes,no,cellular,57,5,349,1,other,0
1072,36,married,secondary,no,419,yes,no,unknown,251,1,-1,0,unknown,0
1073,30,single,tertiary,no,726,yes,no,cellular,39,1,342,3,failure,0
1074,28,divorced,tertiary,no,594,yes,yes,unknown,54,3,-1,0,unknown,0
1075,26,married,tertiary,no,454,yes,yes,unknown,28,18,-1,0,unknown,0
1076,54,married,secondary,no,2206,no,no,cellular,104,1,99,2,other,1
1077,38,married,tertiary,no,1988,no,no,cellular,164,2,130,2,failure,1
1078,32,single,tertiary,no,0,no,no,cellular,268,2,-1,0,unknown,0
1079,50,divorced,secondary,no,202,no,yes,cellular,148,1,-1,0,unknown,0
1080,43,married,secondary,no,667,yes,no,unknown,228,3,-1,0,unknown,0
1081,48,married,secondary,no,112,no,no,cellular,139,5,-1,0,unknown,0
1082,57,married,primary,no,50,no,no,cellular,89,3,-1,0,unknown,0
1083,64,married,primary,no,768,no,no,cellular,250,2,182,1,success,0
1084,26,divorced,secondary,no,74,yes,no,unknown,106,6,-1,0,unknown,0
1085,33,married,secondary,no,661,yes,no,cellular,968,1,-1,0,unknown,1
1086,50,married,secondary,no,3025,no,yes,cellular,168,3,-1,0,unknown,0
1087,47,married,tertiary,no,751,no,no,cellular,408,14,-1,0,unknown,0
1088,39,single,tertiary,no,416,no,no,cellular,56,4,-1,0,unknown,0
1089,52,married,primary,no,14,no,yes,cellular,55,5,-1,0,unknown,0
1090,31,single,primary,no,-502,yes,no,unknown,76,4,-1,0,unknown,0
1091,50,married,primary,no,0,no,no,cellular,72,5,-1,0,unknown,0
1092,47,married,secondary,no,599,yes,no,cellular,99,3,-1,0,unknown,0
1093,30,single,tertiary,no,-218,yes,no,cellular,13,15,-1,0,unknown,0
1094,32,single,tertiary,no,1012,no,no,cellular,178,1,-1,0,unknown,0
1095,36,married,secondary,no,300,no,no,unknown,287,1,-1,0,unknown,0
1096,46,married,tertiary,no,217,yes,no,cellular,141,1,346,2,other,0
1097,45,divorced,tertiary,no,2096,no,no,cellular,127,1,100,2,failure,0
1098,37,single,secondary,no,0,no,no,cellular,69,2,-1,0,unknown,0
1099,58,married,primary,no,5278,yes,no,unknown,763,4,-1,0,unknown,0
1100,59,married,tertiary,no,1831,no,no,cellular,122,1,92,1,failure,0
1101,28,married,tertiary,no,1480,yes,no,cellular,143,1,-1,0,unknown,0
1102,48,married,tertiary,no,7289,yes,no,cellular,316,3,-1,0,unknown,0
1103,55,married,unknown,no,1665,no,no,telephone,89,2,-1,0,unknown,0
1104,37,single,primary,no,851,yes,no,cellular,151,1,352,1,failure,0
1105,41,married,tertiary,no,2885,no,no,cellular,40,1,-1,0,unknown,0
1106,35,married,secondary,no,137,no,yes,unknown,5,1,808,12,failure,0
1107,34,single,secondary,no,1239,yes,no,cellular,90,1,-1,0,unknown,0
1108,43,single,tertiary,no,146,no,no,cellular,50,1,113,5,other,0
1109,59,married,secondary,no,1,no,no,cellular,159,2,378,3,failure,1
1110,50,divorced,primary,no,-10,no,yes,cellular,369,6,-1,0,unknown,0
1111,37,married,secondary,no,480,no,no,cellular,344,2,182,8,other,1
1112,35,married,secondary,no,2789,yes,no,cellular,256,2,94,1,failure,0
1113,50,single,secondary,no,3897,no,no,cellular,298,1,-1,0,unknown,0
1114,36,divorced,secondary,no,487,no,yes,cellular,268,3,-1,0,unknown,0
1115,41,married,secondary,no,5110,yes,no,cellular,231,1,-1,0,unknown,0
1116,28,married,tertiary,no,318,yes,no,unknown,4,4,-1,0,unknown,0
1117,42,single,tertiary,no,-411,yes,no,cellular,78,5,292,3,failure,0
1118,60,married,secondary,no,4820,no,no,unknown,419,1,-1,0,unknown,0
1119,28,single,tertiary,no,4937,yes,no,telephone,421,3,-1,0,unknown,0
1120,48,married,secondary,no,725,no,yes,cellular,105,1,-1,0,unknown,0
1121,51,married,tertiary,no,5403,no,no,unknown,42,1,-1,0,unknown,0
1122,32,married,tertiary,no,4089,no,no,cellular,114,7,287,3,failure,0
1123,35,married,tertiary,no,188,no,no,cellular,286,2,-1,0,unknown,0
1124,37,married,unknown,no,189,no,no,cellular,238,1,107,2,success,1
1125,38,divorced,secondary,no,2998,yes,no,unknown,91,1,-1,0,unknown,0
1126,77,married,secondary,no,610,no,no,cellular,766,3,-1,0,unknown,0
1127,32,single,unknown,no,787,no,no,cellular,92,1,-1,0,unknown,0
1128,43,divorced,secondary,no,167,no,no,cellular,211,3,-1,0,unknown,0
1129,36,single,tertiary,no,243,yes,no,cellular,160,2,360,3,failure,0
1130,29,married,tertiary,no,877,no,no,cellular,166,3,-1,0,unknown,0
1131,32,single,secondary,no,2817,yes,no,cellular,195,1,-1,0,unknown,0
1132,41,divorced,tertiary,no,4567,yes,yes,cellular,106,1,-1,0,unknown,0
1133,26,single,secondary,no,127,yes,yes,cellular,85,3,-1,0,unknown,0
1134,34,married,primary,no,176,no,no,cellular,78,1,-1,0,unknown,0
1135,57,married,tertiary,no,0,yes,yes,unknown,648,1,-1,0,unknown,1
1136,36,single,secondary,no,1482,yes,no,cellular,177,2,174,1,other,0
1137,42,married,secondary,no,3052,yes,no,unknown,32,1,-1,0,unknown,0
1138,35,divorced,secondary,no,56,no,no,cellular,24,12,-1,0,unknown,0
1139,52,divorced,primary,no,278,yes,no,unknown,688,2,-1,0,unknown,0
1140,36,single,tertiary,no,3875,yes,no,unknown,21,5,-1,0,unknown,0
1141,46,married,secondary,no,-337,yes,no,unknown,112,1,-1,0,unknown,0
1142,60,divorced,tertiary,no,366,no,no,cellular,593,1,-1,0,unknown,1
1143,57,married,primary,no,501,yes,yes,cellular,59,2,-1,0,unknown,0
1144,48,married,tertiary,no,998,yes,no,cellular,121,3,-1,0,unknown,0
1145,59,married,primary,no,0,yes,no,telephone,97,2,-1,0,unknown,0
1146,39,married,tertiary,no,246,no,no,cellular,86,2,-1,0,unknown,0
1147,44,married,secondary,no,-182,yes,yes,cellular,10,10,-1,0,unknown,0
1148,27,single,tertiary,no,446,no,no,cellular,205,3,-1,0,unknown,0
1149,59,married,secondary,no,1173,no,no,unknown,77,2,-1,0,unknown,0
1150,36,divorced,secondary,no,5957,yes,no,cellular,138,2,-1,0,unknown,0
1151,44,married,secondary,no,205,no,no,cellular,289,1,-1,0,unknown,1
1152,50,married,secondary,no,0,no,no,cellular,86,4,-1,0,unknown,0
1153,41,divorced,tertiary,no,369,yes,no,telephone,9,3,-1,0,unknown,0
1154,47,married,secondary,no,1934,no,yes,cellular,225,1,364,1,failure,0
1155,32,single,tertiary,no,259,no,no,cellular,407,4,-1,0,unknown,0
1156,38,married,secondary,no,284,yes,yes,unknown,1030,6,-1,0,unknown,0
1157,55,married,unknown,no,23,no,no,cellular,123,2,-1,0,unknown,0
1158,38,single,tertiary,no,1373,no,no,cellular,119,4,-1,0,unknown,0
1159,31,single,tertiary,no,62,yes,no,cellular,175,1,293,5,failure,0
1160,38,divorced,secondary,no,157,no,no,unknown,299,5,-1,0,unknown,0
1161,29,single,tertiary,no,991,no,no,cellular,563,1,-1,0,unknown,0
1162,55,married,secondary,no,186,yes,yes,unknown,241,1,-1,0,unknown,0
1163,35,married,secondary,no,977,yes,no,cellular,52,4,91,1,other,0
1164,40,single,tertiary,no,2893,no,no,cellular,76,3,-1,0,unknown,0
1165,34,married,secondary,no,1897,yes,yes,cellular,441,1,-1,0,unknown,0
1166,32,single,tertiary,no,5514,no,no,cellular,319,1,182,1,success,1
1167,33,married,secondary,no,889,yes,no,unknown,13,1,373,6,success,0
1168,33,married,tertiary,no,273,yes,no,unknown,803,1,-1,0,unknown,1
1169,37,married,secondary,no,1193,no,no,cellular,396,2,-1,0,unknown,0
1170,58,married,tertiary,no,2729,no,no,unknown,188,1,-1,0,unknown,0
1171,36,single,secondary,no,0,no,no,cellular,637,1,-1,0,unknown,0
1172,42,married,secondary,no,230,yes,no,unknown,175,7,-1,0,unknown,0
1173,34,single,secondary,no,2729,yes,no,cellular,945,1,139,1,success,0
1174,35,married,tertiary,no,317,yes,no,unknown,162,3,-1,0,unknown,0
1175,60,married,primary,no,517,no,no,unknown,1178,3,-1,0,unknown,0
1176,50,married,tertiary,no,-470,yes,no,cellular,506,2,170,3,failure,0
1177,28,single,tertiary,no,4579,no,no,cellular,409,2,-1,0,unknown,1
1178,27,divorced,secondary,no,1,yes,no,cellular,116,3,-1,0,unknown,0
1179,37,married,tertiary,no,5106,no,no,cellular,244,1,-1,0,unknown,1
1180,31,married,tertiary,no,636,yes,no,cellular,352,4,-1,0,unknown,1
1181,34,married,secondary,no,1076,no,no,cellular,152,1,182,6,success,1
1182,38,married,tertiary,no,126,yes,no,unknown,164,2,-1,0,unknown,0
1183,32,married,secondary,no,-33,yes,no,unknown,234,3,-1,0,unknown,0
1184,37,married,secondary,no,430,no,no,cellular,154,4,-1,0,unknown,0
1185,33,married,secondary,no,-6,yes,no,unknown,566,2,-1,0,unknown,0
1186,71,married,tertiary,no,383,no,no,cellular,327,2,183,3,success,0
1187,27,married,secondary,no,130,yes,no,cellular,265,3,-1,0,unknown,0
1188,38,married,primary,no,2569,no,no,unknown,172,1,-1,0,unknown,0
1189,34,single,secondary,no,201,no,no,cellular,257,2,-1,0,unknown,0
1190,54,divorced,tertiary,no,0,no,no,unknown,618,1,-1,0,unknown,1
1191,30,married,secondary,no,6,yes,no,cellular,241,3,-1,0,unknown,0
1192,35,single,secondary,no,475,no,yes,cellular,936,4,-1,0,unknown,0
1193,33,single,secondary,no,706,yes,no,cellular,329,1,322,1,failure,0
1194,36,married,secondary,no,1825,yes,no,cellular,24,1,346,1,failure,0
1195,59,married,tertiary,no,185,no,no,cellular,177,5,138,1,failure,0
1196,72,married,primary,no,4415,no,no,telephone,120,1,-1,0,unknown,0
1197,64,married,tertiary,no,679,no,no,telephone,135,3,-1,0,unknown,0
1198,53,divorced,secondary,no,320,no,no,cellular,175,1,-1,0,unknown,0
1199,35,single,tertiary,no,2988,yes,no,cellular,179,1,-1,0,unknown,0
1200,58,married,secondary,no,1407,yes,no,unknown,58,1,-1,0,unknown,0
1201,40,married,secondary,no,1270,no,no,cellular,342,2,-1,0,unknown,0
1202,41,divorced,secondary,no,654,yes,no,cellular,139,2,-1,0,unknown,0
1203,48,married,primary,no,5173,yes,no,unknown,88,8,-1,0,unknown,0
1204,44,married,tertiary,no,3463,yes,yes,cellular,210,3,-1,0,unknown,0
1205,39,married,unknown,no,0,no,no,cellular,731,1,193,3,failure,0
1206,61,married,tertiary,no,6016,no,no,cellular,670,3,-1,0,unknown,1
1207,36,married,primary,no,177,yes,no,unknown,63,5,-1,0,unknown,0
1208,28,married,tertiary,no,3694,no,yes,cellular,70,2,-1,0,unknown,0
1209,58,single,secondary,no,1640,no,yes,cellular,72,6,274,4,failure,0
1210,60,divorced,secondary,no,174,yes,no,cellular,241,1,364,1,failure,0
1211,66,single,secondary,no,10177,no,no,cellular,272,4,-1,0,unknown,0
1212,36,single,tertiary,no,490,no,no,cellular,207,8,98,1,failure,1
1213,49,married,secondary,no,2576,yes,no,cellular,64,6,-1,0,unknown,0
1214,40,married,secondary,no,0,no,no,unknown,543,2,-1,0,unknown,0
1215,23,single,secondary,no,598,no,no,cellular,166,1,-1,0,unknown,0
1216,29,single,tertiary,no,15459,no,no,cellular,245,3,97,7,success,0
1217,44,married,primary,no,271,yes,yes,unknown,94,1,-1,0,unknown,0
1218,54,married,unknown,no,2508,no,no,unknown,34,8,-1,0,unknown,0
1219,47,married,primary,no,320,no,no,telephone,203,2,-1,0,unknown,0
1220,33,married,tertiary,no,640,no,no,cellular,318,1,-1,0,unknown,0
1221,30,married,secondary,no,1772,yes,no,cellular,158,4,-1,0,unknown,0
1222,27,single,secondary,no,15,no,yes,cellular,177,1,-1,0,unknown,0
1223,49,divorced,tertiary,no,2370,yes,yes,unknown,56,1,103,2,other,0
1224,27,single,secondary,no,201,yes,no,unknown,172,2,-1,0,unknown,0
1225,51,married,secondary,no,160,yes,no,cellular,136,1,359,1,failure,0
1226,32,divorced,secondary,yes,5,yes,yes,cellular,82,3,363,2,other,0
1227,30,single,secondary,no,75,yes,no,unknown,123,1,-1,0,unknown,0
1228,33,married,secondary,no,4902,yes,no,cellular,110,1,-1,0,unknown,0
1229,27,single,primary,no,-79,yes,no,unknown,385,5,-1,0,unknown,0
1230,75,divorced,secondary,no,1341,no,no,cellular,415,7,-1,0,unknown,1
1231,37,divorced,secondary,no,490,yes,no,cellular,73,1,-1,0,unknown,0
1232,36,single,secondary,no,1521,yes,no,unknown,243,2,-1,0,unknown,0
1233,37,married,secondary,no,131,yes,no,unknown,137,2,-1,0,unknown,0
1234,35,married,tertiary,no,8,yes,no,unknown,55,4,-1,0,unknown,0
1235,32,married,secondary,no,-632,yes,yes,cellular,18,5,-1,0,unknown,0
1236,32,single,secondary,no,116,no,yes,cellular,255,2,-1,0,unknown,0
1237,35,married,primary,no,189,yes,no,cellular,95,1,-1,0,unknown,0
1238,31,married,primary,no,2,yes,yes,cellular,112,1,-1,0,unknown,0
1239,28,single,secondary,no,4229,yes,yes,cellular,205,2,-1,0,unknown,0
1240,27,married,secondary,no,54,yes,no,cellular,97,1,370,1,failure,0
1241,22,single,unknown,no,549,no,no,cellular,154,1,-1,0,unknown,0
1242,35,married,primary,no,298,yes,no,cellular,135,2,370,2,failure,0
1243,69,married,primary,no,579,no,no,cellular,230,1,-1,0,unknown,0
1244,37,single,tertiary,no,1467,yes,yes,cellular,349,1,-1,0,unknown,0
1245,45,single,secondary,no,0,yes,no,cellular,38,1,-1,0,unknown,0
1246,47,married,tertiary,no,109,yes,no,cellular,268,1,-1,0,unknown,0
1247,52,married,tertiary,no,-11,yes,no,cellular,94,4,-1,0,unknown,0
1248,33,married,secondary,no,90,yes,no,cellular,263,2,-1,0,unknown,0
1249,60,married,primary,no,493,no,no,cellular,671,4,-1,0,unknown,1
1250,33,divorced,secondary,no,1897,yes,yes,unknown,197,1,-1,0,unknown,0
1251,44,married,secondary,no,2403,yes,no,cellular,180,2,-1,0,unknown,0
1252,38,married,secondary,no,868,no,no,cellular,452,2,-1,0,unknown,0
1253,54,married,secondary,no,653,yes,no,unknown,352,1,-1,0,unknown,0
1254,32,divorced,primary,no,0,no,no,cellular,175,4,-1,0,unknown,0
1255,33,married,secondary,no,0,yes,yes,cellular,163,2,-1,0,unknown,0
1256,55,divorced,secondary,no,218,yes,no,unknown,200,2,-1,0,unknown,0
1257,51,married,primary,no,5050,no,yes,unknown,75,7,-1,0,unknown,0
1258,48,married,secondary,no,741,yes,no,cellular,227,1,-1,0,unknown,0
1259,37,single,secondary,no,1050,yes,no,cellular,586,3,-1,0,unknown,0
1260,33,single,secondary,no,-56,no,yes,cellular,119,5,-1,0,unknown,0
1261,30,married,primary,no,1,yes,yes,telephone,80,2,-1,0,unknown,0
1262,43,married,primary,no,-98,yes,yes,cellular,112,2,330,3,other,0
1263,49,married,secondary,no,4667,yes,no,unknown,130,2,-1,0,unknown,0
1264,54,married,primary,no,541,yes,no,cellular,237,3,-1,0,unknown,0
1265,31,married,tertiary,no,7744,no,no,cellular,377,8,-1,0,unknown,0
1266,54,married,unknown,no,895,no,no,cellular,335,1,-1,0,unknown,1
1267,36,married,secondary,no,-129,yes,no,cellular,121,3,-1,0,unknown,0
1268,30,married,secondary,no,0,no,no,cellular,127,5,-1,0,unknown,0
1269,27,single,secondary,no,158,no,no,unknown,650,2,-1,0,unknown,1
1270,30,married,secondary,no,122,yes,no,unknown,107,1,-1,0,unknown,0
1271,30,married,secondary,no,673,yes,no,unknown,610,2,-1,0,unknown,0
1272,35,divorced,secondary,no,0,no,no,cellular,124,4,-1,0,unknown,0
1273,33,divorced,secondary,no,411,yes,no,unknown,216,1,-1,0,unknown,0
1274,43,divorced,primary,no,-97,yes,yes,cellular,747,4,-1,0,unknown,0
1275,41,married,secondary,no,-217,yes,no,cellular,313,1,349,3,other,0
1276,41,divorced,tertiary,no,5037,no,no,cellular,252,9,185,5,other,1
1277,46,divorced,secondary,no,2232,no,no,cellular,121,1,-1,0,unknown,1
1278,54,married,secondary,no,-932,yes,no,unknown,799,1,-1,0,unknown,0
1279,32,married,tertiary,no,913,yes,no,cellular,883,1,674,4,failure,0
1280,30,single,tertiary,no,236,yes,no,unknown,197,1,-1,0,unknown,0
1281,40,married,primary,no,0,yes,no,cellular,271,2,-1,0,unknown,0
1282,30,married,primary,no,2581,no,no,unknown,221,2,-1,0,unknown,0
1283,27,married,secondary,no,639,no,yes,cellular,243,3,-1,0,unknown,0
1284,41,married,primary,no,849,yes,no,unknown,72,1,-1,0,unknown,0
1285,54,married,secondary,no,386,yes,no,cellular,155,2,-1,0,unknown,0
1286,32,single,tertiary,no,1218,yes,no,telephone,70,2,-1,0,unknown,0
1287,31,married,tertiary,no,2603,yes,no,cellular,280,4,-1,0,unknown,1
1288,42,married,secondary,no,-921,yes,no,unknown,115,2,-1,0,unknown,0
1289,48,married,primary,no,607,no,no,unknown,29,2,-1,0,unknown,0
1290,34,married,primary,no,79,yes,no,cellular,406,2,-1,0,unknown,0
1291,55,divorced,secondary,no,61,yes,yes,cellular,113,3,-1,0,unknown,0
1292,49,married,secondary,no,1091,no,no,telephone,47,2,-1,0,unknown,0
1293,46,divorced,tertiary,no,743,no,no,unknown,36,2,-1,0,unknown,0
1294,47,married,unknown,no,209,yes,no,unknown,135,2,-1,0,unknown,0
1295,24,single,tertiary,no,172,no,no,cellular,67,2,-1,0,unknown,0
1296,58,married,secondary,no,2,no,no,unknown,684,1,-1,0,unknown,0
1297,32,single,tertiary,no,41,no,no,cellular,686,5,-1,0,unknown,1
1298,25,single,secondary,no,1116,yes,no,cellular,170,3,-1,0,unknown,0
1299,49,married,secondary,no,-55,no,no,unknown,150,3,-1,0,unknown,0
1300,59,divorced,secondary,no,5845,no,no,cellular,1060,2,-1,0,unknown,1
1301,30,single,tertiary,no,329,yes,no,unknown,122,16,-1,0,unknown,0
1302,46,married,secondary,no,494,yes,no,unknown,724,1,-1,0,unknown,0
1303,42,married,unknown,no,1519,no,no,cellular,230,1,92,1,success,1
1304,37,married,tertiary,no,2685,no,no,unknown,187,2,-1,0,unknown,0
1305,44,married,primary,no,-14,yes,yes,unknown,179,4,-1,0,unknown,0
1306,49,married,secondary,no,5673,no,yes,cellular,357,3,-1,0,unknown,0
1307,41,married,secondary,no,1459,no,no,unknown,82,1,-1,0,unknown,0
1308,48,married,tertiary,no,0,no,no,telephone,176,15,-1,0,unknown,0
1309,31,married,secondary,no,625,yes,no,cellular,424,1,138,1,failure,0
1310,37,married,unknown,no,0,no,no,unknown,115,1,-1,0,unknown,0
1311,51,married,secondary,no,867,yes,no,cellular,177,2,211,3,failure,0
1312,80,married,secondary,no,8304,no,no,telephone,712,1,64,12,failure,1
1313,32,single,tertiary,no,151,yes,no,unknown,118,1,-1,0,unknown,0
1314,48,married,primary,yes,-583,yes,no,unknown,25,7,-1,0,unknown,0
1315,49,married,tertiary,no,1784,no,no,unknown,753,1,-1,0,unknown,0
1316,30,married,tertiary,no,3134,yes,no,cellular,124,1,-1,0,unknown,0
1317,27,single,secondary,no,49,yes,no,cellular,208,2,-1,0,unknown,0
1318,34,married,secondary,no,-346,no,no,cellular,136,4,-1,0,unknown,0
1319,49,married,secondary,no,1623,yes,no,cellular,1081,2,-1,0,unknown,1
1320,48,married,tertiary,no,60,no,no,telephone,376,2,339,7,failure,0
1321,40,married,secondary,no,17,no,no,cellular,78,1,-1,0,unknown,0
1322,38,married,secondary,no,2008,yes,no,cellular,354,1,-1,0,unknown,0
1323,46,married,primary,no,91,yes,no,cellular,29,1,356,2,failure,0
1324,41,married,tertiary,no,171,yes,no,cellular,209,1,191,4,failure,0
1325,28,single,tertiary,no,1027,yes,no,cellular,433,1,-1,0,unknown,0
1326,51,married,unknown,no,5801,yes,no,unknown,147,2,-1,0,unknown,0
1327,33,divorced,primary,no,142,yes,no,telephone,41,2,300,5,failure,0
1328,26,single,tertiary,no,205,no,no,unknown,111,1,-1,0,unknown,0
1329,34,single,secondary,no,852,no,no,cellular,108,2,-1,0,unknown,0
1330,27,married,secondary,yes,-584,yes,no,cellular,411,2,-1,0,unknown,0
1331,42,married,secondary,no,97,no,no,cellular,108,2,-1,0,unknown,0
1332,45,married,secondary,no,204,yes,no,cellular,224,2,-1,0,unknown,1
1333,31,single,secondary,no,628,yes,no,unknown,1083,2,-1,0,unknown,0
1334,32,single,tertiary,no,311,no,no,unknown,757,2,-1,0,unknown,1
1335,39,married,primary,no,1564,no,no,unknown,57,1,-1,0,unknown,0
1336,26,single,secondary,no,856,yes,yes,cellular,95,5,-1,0,unknown,0
1337,40,single,tertiary,no,1509,no,no,cellular,144,2,124,1,failure,0
1338,52,married,secondary,no,-888,no,no,cellular,135,1,-1,0,unknown,0
1339,40,single,tertiary,no,226,no,no,cellular,176,2,-1,0,unknown,0
1340,48,married,secondary,no,127,no,yes,cellular,524,5,-1,0,unknown,0
1341,31,married,secondary,no,413,yes,no,unknown,65,1,-1,0,unknown,0
1342,27,married,secondary,no,710,yes,yes,cellular,653,1,334,2,success,1
1343,47,married,secondary,no,1233,yes,no,unknown,91,1,100,2,other,1
1344,28,single,secondary,no,171,no,no,cellular,93,1,-1,0,unknown,1
1345,40,divorced,tertiary,no,69,yes,no,cellular,503,2,280,2,failure,0
1346,34,married,secondary,no,1499,yes,no,cellular,186,1,327,2,failure,0
1347,29,married,tertiary,no,751,yes,no,unknown,121,2,-1,0,unknown,0
1348,36,married,tertiary,no,61,no,yes,cellular,452,2,-1,0,unknown,0
